tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO;CANCELADA;04/04/2019;13:57:00;AREIAS;AV DR JOSE RUFINO;15;NA ENTRADA DA VILA CARDEAL E SILVA E/F AO POSTO BR;COLISÃO;COLISAO ENTRE AUTO E CAMINHAO;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;04/04/2019;14:20:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;AO LADO DA EXTRAFARMA;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE CAMINHAO E AUTO S/V;1;;;;;;1;;;0;
COLISÃO TRASEIRA;FINALIZADA;04/04/2019;14:41:00;BOA VISTA;RUA DR JOSE MARIANO;;EM FRENTE AO Nº 228;COLISÃO TRASEIRA;COLISAO ENTRE REBOQUE E AUTO S/V;2;;;;;;1;;;0;
COLISÃO TRASEIRA;FINALIZADA;04/04/2019;14:50:00;AFOGADOS;RUA VISCONDE DE PELOTAS;17;;COLISÃO TRASEIRA;COLISAO SEM VITIMAS;2;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;04/04/2019;15:27:00;JOANA BEZERRA;AV ADVOGADO JOSE PAULO CAVALCANTI;;E/F AO FORUM JOANA BEZERRA;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;04/04/2019;15:46:00;CASA AMARELA;RUA BELA VISTA;5121;ESPAÇO CONFORTO;ABALROAMENTO LONGITUDINAL;COLISAO SEM VITIMAS;1;;;;;1;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;04/04/2019;15:58:00;MADALENA;AV VISCONDE DE ALBUQUERQUE;;EM FRENTE AO HOSPITAL D AVILA;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;04/04/2019;16:54:00;IPSEP;RUA PAMPULHA;;PANIFICADORA VALE DO RIO DOCE;ABALROAMENTO TRANSVERSAL;COLISAO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;04/04/2019;16:58:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;EM FRENTE A ESCOLA MUNICIPAL OSWALDO LIMA FILHO/ PISTA DIRETA;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;04/04/2019;17:31:00;IMBIRIBEIRA;RUA PAMPULHA;;ATRAS DA EUROVIA SEMINIVOS;COLISÃO;COLISAO SEM VITIMAS;1;;;;;;1;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;04/04/2019;19:08:00;VÁRZEA;RUA ACADEMICO HELIO RAMOS;;PROX AO TERMINAL DE ONIBUS CDU CAXANGA;ABALROAMENTO TRANSVERSAL;MOTO X JETTA;1;1;;;;;;;;1;
COLISÃO;CANCELADA;04/04/2019;19:22:00;JORDÃO;RUA JOSE MARTORANO;87;PROX AO POSTO DE SAUDE DO JORDAO BAIXO;COLISÃO;MOTO X DOIS AUTO;2;1;;;;;;;;0;
COLISÃO;CANCELADA;04/04/2019;19:27:00;CAXANGÁ;AV CAXANGA;;AO LADO DA CHEVROLET, SNT CID / PRÓX AO POSTO DISLUB;COLISÃO;;2;;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;04/04/2019;19:41:00;ÁGUA FRIA;AV BEBERIBE;;PROX A FEIRA NOVA DE AGUA FRIA E MAGAZINE LUIZA;COLISÃO COM CICLISTA;AUTO E CICLISTA;1;;;1;;;;;;1;
COLISÃO TRASEIRA;FINALIZADA;04/04/2019;19:45:00;VÁRZEA;RUA ABATIA;182;ACADEMIA PLATAFORMA;COLISÃO TRASEIRA;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
CHOQUE VEÍCULO PARADO;FINALIZADA;05/04/2019;05:32:00;AREIAS;RUA DR GIL RODRIGUES DOS SANTOS;;PRÓX AO TERMINAL DE ÔNIBUS VILA TAMANDARÉ;CHOQUE VEÍCULO PARADO;CONDUTOR PERDEU O CONTROLE DO VEÍCULO E CHOCOU-SE CONTRA UM VEÍCULO ESTACIONADO;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;07:33:00;IBURA;AV DOIS RIOS;96;EM FRENTE A AUTO ESCOLA PILOTO;ABALROAMENTO TRANSVERSAL;MOTO E AUTO GM TORRES / THIAGO ALBUQUERQUE NO QTH;1;1;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;07:43:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;2615;EM FRENTE AO EMPRESARIAL BURLE MARX;ABALROAMENTO LONGITUDINAL;UM AUTO E UM ONIBUS;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;07:47:00;CAXANGÁ;AV CAXANGA;;LADO OPOSTO AO CAXANGÁ GOL CLUBE;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;05/04/2019;08:10:00;CORDEIRO;EST DO FORTE DO ARRAIAL N. DO B. JESUS;;;COLISÃO COM CICLISTA;MOTO E CICLISTA;;1;;1;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;08:23:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;4368;EDF NORMANDIE;ABALROAMENTO LONGITUDINAL;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO TRASEIRA;FINALIZADA;05/04/2019;08:39:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1310;COLÉGIO SANTA BARBARA;COLISÃO TRASEIRA;DOIS AUTOS;3;;;;;;;;;0;
COLISÃO;CANCELADA;05/04/2019;08:59:00;ESTÂNCIA;AV RECIFE;5516;EM FRENTE A IMPERIAL EQUIPAMENTOS;COLISÃO;UM CAMINHAO E AUTO;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;09:21:00;IMBIRIBEIRA;RUA JOAQUIM BANDEIRA;268;MICHELLY PEDROSA ADVOGADOS ASSOCIADOS;ABALROAMENTO LONGITUDINAL;DOIS AUTOS BATEDORES CRISPIM E VALDOMIRO NO LOCAL;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;09:22:00;BOA VIAGEM;RUA CORONEL BENEDITO CHAVES;801;POR TRAS DO CASTELINHO;ABALROAMENTO TRANSVERSAL;MOTO E AUTO;1;1;;;;;;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;09:26:00;PINA;AV ANTONIO DE GOES;;EM FRENTE AO JCPM;ABALROAMENTO LONGITUDINAL;COM UMA VITIMA/CTTU NO LOCAL /GM RENAN, GM ERICK;1;1;;;;;;;;1;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;09:44:00;CASA FORTE;AV DEZESSETE DE AGOSTO;;;ABALROAMENTO TRANSVERSAL;DOIS AUTOS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;10:35:00;CORDEIRO;AV GENERAL SAN MARTIN;;COMPAZ;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;11:20:00;ILHA DO LEITE;AV FREI MATIAS TEVES;210;EM FRENTE AO EMPRESARIAL ALFREDO NOBEL;ABALROAMENTO TRANSVERSAL;DUAS MOTOS;;2;;;;;;;;1;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;11:30:00;BOA VISTA;RUA AURORA;;SEMÁFORO 579;ABALROAMENTO TRANSVERSAL;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO TRASEIRA;FINALIZADA;05/04/2019;11:35:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2690;EM FRENTE AO POSTO SHELL;COLISÃO TRASEIRA;DOIS AUTOS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;11:38:00;IPUTINGA;RUA MARECHAL MANOEL LUIS OSORIO;495;;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;05/04/2019;11:47:00;IPSEP;RUA GONCALVES DE MAGALHAES;522;;COLISÃO TRASEIRA;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;05/04/2019;12:01:00;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;EM FRENTA A LOJA SEDE DO SPORT;COLISÃO;MOTOCICLETA E CARRO;1;1;;;;;;;;0;
COLISÃO;CANCELADA;05/04/2019;12:03:00;TAMARINEIRA;EST VELHA DE AGUA FRIA;1018;PROX AO DNOCS;COLISÃO;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;12:06:00;IPUTINGA;EST DO BARBALHO;;SOB O SEMÁFORO 246;ABALROAMENTO TRANSVERSAL;COLISAO ENTRE ONIBUS E AUTO;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;12:15:00;BOA VIAGEM;AV DOM JOAO VI;;AO LADO DO SHOPPING CENTER RECIFE;ABALROAMENTO LONGITUDINAL;AUTO E CAMINHÃO BAÚ;1;;;;;;1;;;0;
COLISÃO TRASEIRA;FINALIZADA;05/04/2019;12:38:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;EM FRENTE A PIRELLE;COLISÃO TRASEIRA;DOIS AUTOS;2;;;;;;;;;0;
CHOQUE VEÍCULO PARADO;FINALIZADA;05/04/2019;12:47:00;IPUTINGA;RUA PADRE DEHON;215;;CHOQUE VEÍCULO PARADO;DOIS AUTOS;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;13:31:00;PAISSANDU;RUA PAISSANDU;;EM FRENTE AO COLEGIO GGE;ABALROAMENTO LONGITUDINAL;;1;1;;;;;;;;0;
COLISÃO;CANCELADA;05/04/2019;;BOA VIAGEM;RUA RIBEIRO DE BRITO;;APÓS A FERNANDO SIMÕES BARBOSA;COLISÃO;;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;13:37:00;CASA AMARELA;AV DR EURICO CHAVES;;;ABALROAMENTO TRANSVERSAL;COLISAO DE DOIS AUTOS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;05/04/2019;14:45:00;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;05/04/2019;14:52:00;PARNAMIRIM;RUA TITO ROSAS;;E/F A BREMEN VOLKWAGEN;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;15:19:00;AFOGADOS;RUA SAO MIGUEL;;;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;16:41:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;E/F A UPA;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DOIS AUTOS S/V;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;16:52:00;BOA VIAGEM;RUA PADRE CABRAL;45;;ABALROAMENTO LONGITUDINAL;AUTO E MOTO SEM VITIMAS;1;1;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;16:53:00;PRADO;EST DOS REMEDIOS;1918;L.A FITNESS;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;18:32:00;JAQUEIRA;AV DR MALAQUIAS;1600;AO LADO DO Nº 1600;ABALROAMENTO LONGITUDINAL;"ENTRE 2 AUTOS; S/V";2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;19:07:00;DOIS IRMÃOS;RUA MANUEL DE MEDEIROS;;E/F A COMPESA;ABALROAMENTO LONGITUDINAL;"ENTRE 2 AUTOS; S/V";2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;19:35:00;AFOGADOS;RUA SAO MIGUEL;516;PRÓX AO CORREIOS;ABALROAMENTO LONGITUDINAL;TAXI X ONIBUS DA EMPRESA 1002;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;19:57:00;BOA VISTA;AV GOVERNADOR CARLOS DE LIMA CAVALCANTI;;ENF A FACULDADE DOS GUARARAPES;ABALROAMENTO LONGITUDINAL;FIAT UNO X MICRO-ONIBUS DA FACULDADE;1;;;;;1;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;20:04:00;ILHA DO RETIRO;RUA TABAIARES;360;E/F AO SEBRAE / PRÓX AO CAMPO DA ILHA DO RETIRO E LUAN PROMOÇÕES E EVENTOS;ABALROAMENTO TRANSVERSAL;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;05/04/2019;20:09:00;BOA VIAGEM;RUA ANTONIO FALCAO;384;AO LADO DO CARREFOUR;ABALROAMENTO LONGITUDINAL;FORD K X SIENA;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;20:47:00;ENCRUZILHADA;RUA DONA ELVIRA;;PROX AO BARZINHO SR: FRED;ABALROAMENTO TRANSVERSAL;HOND CIVIC X LOGAN;2;;;;;;;;;0;
COLISÃO;CANCELADA;05/04/2019;22:50:00;CABANGA;AV SATURNINO DE BRITO;385;ENF A BOATE ESTELITA;COLISÃO;KADETT X GOL;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;05/04/2019;23:15:00;JORDÃO;AV MARIA IRENE;1670;;ABALROAMENTO TRANSVERSAL;CORSA X AUTO;2;;;;;;;;;0;
CHOQUE VEÍCULO PARADO;FINALIZADA;05/04/2019;23:21:00;POÇO DA PANELA;RUA DRA HELENA MOURA LEITE;;IMÓVEL 7B;CHOQUE VEÍCULO PARADO;"ENTRE 2 AUTOS; S/V";2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;06/04/2019;01:50:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;EM FRENTE A DELEGACIA DE BOA VIAGEM;COLISÃO TRASEIRA;COLISÃO ENTRE DOIS AUTOS, SEM VÍTIMAS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;06/04/2019;03:44:00;AFOGADOS;RUA SAO MIGUEL;;;ABALROAMENTO TRANSVERSAL;COLISÃO ENTTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;06/04/2019;07:52:00;BEBERIBE;AV BEBERIBE;4277;EM FRENTE A BORRACHARIA SÃO LUIZ;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;3;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;06/04/2019;08:44:00;MADALENA;AV CAXANGA;917;PROX. ANTES DO BANCO BARDESCO, SENT. CIDADE;ABALROAMENTO LONGITUDINAL;AUTO E MOTO;1;1;;;;;;;;1;
COLISÃO;CANCELADA;06/04/2019;09:07:00;JORDÃO;RUA ALBERTO LUNDGREN;;JORDÃO BAIXO EM FRENTE AO SUPERMERCADO ATACAREJO;COLISÃO;COLISÃO SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;06/04/2019;09:45:00;CASA AMARELA;AV NORTE;5407;PRÓXIMO A UPINHA;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;06/04/2019;10:07:00;SÃO JOSÉ;RUA RIO CAPIBARIBE;;AO LADO DA CASA DA CULTURA;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;1;;;;;;1;1;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;06/04/2019;10:28:00;CABANGA;RUA NOVA DA CABANGA;;SOBRE O VIADUTO;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;1;0;
CHOQUE VEÍCULO PARADO;FINALIZADA;06/04/2019;10:44:00;AFOGADOS;RUA FRANCISCO PORFIRIO;112;;CHOQUE VEÍCULO PARADO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;06/04/2019;11:32:00;BOA VIAGEM;AV BOA VIAGEM;6116;EM FRENTE AO EDF. VEREDA DO MAR;COLISÃO TRASEIRA;TRES AUTOS;3;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;06/04/2019;12:30:00;ARRUDA;AV BEBERIBE;;EM FRENTE AO BOMPREÇO;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;06/04/2019;12:33:00;CAMPO GRANDE;EST DE BELEM;;SEMÁFORO 94;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;06/04/2019;12:44:00;CAMPO GRANDE;RUA MARQUES DE ABRANTES;742;TRANVERSAL DA RUA DO ANTIGO BARCELUS;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;06/04/2019;12:55:00;PARNAMIRIM;AV PARNAMIRIM;;E/F AO SHOPPING PARNAMIRIM;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;06/04/2019;13:52:00;PRADO;RUA JOAO IVO DA SILVA;;PRÓXIMO A CASA DOS PARAFUSO;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;06/04/2019;15:00:00;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;ESQUINA DO ANTIGO AEROCLUBE;COLISÃO TRASEIRA;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;06/04/2019;15:26:00;IBURA;AV DOIS RIOS;1172;EM FRENTE AO RESTAURANTE BOCA A BOCA;COLISÃO;COLISÃO SEM VÍTIMA;;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;06/04/2019;15:49:00;BOA VIAGEM;RUA RIBEIRO DE BRITO;1250;EM FRENTE AO HOTEL NACIONAL INN;COLISÃO TRASEIRA;SEM VITIMAS;1;1;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;06/04/2019;16:05:00;SANTO ANTÔNIO;RUA DO PEIXOTO;;;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;06/04/2019;16:30:00;IPSEP;AV RECIFE;;PRÓXIMO A PADARIA VILLA DO PÃO;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE A VT DA CTTU E AUTO;1;;;;;;;1;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;06/04/2019;16:31:00;IMBIRIBEIRA;RUA ITACARI;162;EM FRENTE A I9;ABALROAMENTO LONGITUDINAL;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
ABALROAMENTO TRANSVERSAL;FINALIZADA;06/04/2019;19:28:00;IPUTINGA;RUA BOM PASTOR;292;E/F AO EDF RIO ARAUA;ABALROAMENTO TRANSVERSAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;06/04/2019;22:07:00;BOA VIAGEM;AV BOA VIAGEM;2900;E/F AO EDF ANTARES / PRÓX A PADARIA BV;COLISÃO;ENTRE AUTO E MOTO. S/V;1;1;;;;;;;;0;
COLISÃO;CANCELADA;07/04/2019;00:27:00;VÁRZEA;RUA GASTAO VIDIGAL;125;E/F AO MOTEL DO NINJA / NA ENTRADA DO UR-07;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO FRONTAL;FINALIZADA;07/04/2019;01:20:00;JAQUEIRA;RUA DR JOSE MARIA;1096;EM FRENTE AO Nº 1096;COLISÃO FRONTAL;COLISÃO ENTRE DOIS AUTOS, SEM VÍTIMAS.;2;;;;;;;;;0;
COLISÃO;CANCELADA;07/04/2019;01:34:00;VASCO DA GAMA;RUA ALTO DO EUCALIPTO;;E/F AO TERMINAL DO VASCO DA GAMA E POSTO DE SAÚDE - ALTO DO EUCALIPTO;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;
COLISÃO;CANCELADA;07/04/2019;07:08:00;AFOGADOS;RUA COSME VIANA;180;30METROS APÓS A LOJA PLANET RODAS,SENT/AFOGADOS;COLISÃO;COM UMA VITIMA AGUARDANDO SAMU;1;1;;;;;;;;1;
ABALROAMENTO TRANSVERSAL;FINALIZADA;07/04/2019;08:05:00;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;;;ABALROAMENTO TRANSVERSAL;SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;07/04/2019;08:11:00;CASA AMARELA;RUA OSCAR DE BARROS;136;PROXIMO A CAIXA ECONOMICA DE CASA AMARELA;ABALROAMENTO TRANSVERSAL;UM ONIBUS E UM AUTO;1;;;;;1;;;;1;
CHOQUE VEÍCULO PARADO;FINALIZADA;07/04/2019;09:38:00;AREIAS;AV RECIFE;;EM FRENTE AO SUPERMERCADO WALMART;CHOQUE VEÍCULO PARADO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO TRASEIRA;FINALIZADA;07/04/2019;09:41:00;ENCRUZILHADA;AV NORTE;2354;EM FRENTE AO BANCO SANTANDER;COLISÃO TRASEIRA;UMA AMBULANCIA E UM AUTO;1;;;;;;;1;;0;
COLISÃO;CANCELADA;07/04/2019;09:54:00;CASA AMARELA;RUA CORREGO DO OURO;274;EM FRENTE A PAN VITOR;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;
COLISÃO;CANCELADA;07/04/2019;10:15:00;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;;EM FRENTE A FEIRA DE NOVA DESCOBERTA;COLISÃO;COLISÃO SEM VITIMAS OBS UM DOS CONDUTORES ENCONTRA SE COM SINTOMAS DE EMBRIAGUEZ SOLICITA ETILOMETRO NO LOCAL;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;07/04/2019;10:28:00;LINHA DO TIRO;RUA URIEL DE HOLANDA;1733;;COLISÃO TRASEIRA;DOIS AUTOS E UMA MOTO;2;1;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;07/04/2019;11:56:00;BEBERIBE;AV BEBERIBE;4175;ESQUINA DAS RUAS;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;07/04/2019;12:36:00;AREIAS;AV RECIFE;924;;COLISÃO TRASEIRA;COLISAÕ SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;07/04/2019;12:45:00;ESTÂNCIA;AV DR JOSE RUFINO;241;NA FRENTE DO COLEGIO VISÃO;COLISÃO;COLISAÕ SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;07/04/2019;14:54:00;PRADO;RUA SANTA EDWIRGES;;EM FRENTE A IGREJA PRESBITERIANA DO PRADO;ABALROAMENTO TRANSVERSAL;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;07/04/2019;15:37:00;MADALENA;RUA REAL DA TORRE;139;MARTELINHO DE OURO;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;07/04/2019;17:34:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO SEMÁFORO 49;COLISÃO TRASEIRA;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;07/04/2019;17:41:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;4430;;ABALROAMENTO LONGITUDINAL;DOIS AUTOS SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;07/04/2019;17:54:00;BARRO;AV DR JOSE RUFINO;;SOBRE O VIADURO DA RODOVIA GOV MARIO COVAS;ABALROAMENTO TRANSVERSAL;DOIS AUTOS SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;07/04/2019;18:02:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SOB O SEMÁFORO 532;ABALROAMENTO LONGITUDINAL;UMA MOTO E UM CARRO;1;1;;;;;;;;0;
CHOQUE VEÍCULO PARADO;FINALIZADA;07/04/2019;18:28:00;BARRO;;;DENTRO DO TERMINAL INTEGRADO DO BARRO;CHOQUE VEÍCULO PARADO;ONIBUS METROPOLITANA X VT DA PM;1;;;;;1;;1;;0;
COLISÃO TRASEIRA;FINALIZADA;07/04/2019;18:53:00;MACAXEIRA;AV NORTE;;ROTATÓRIA;COLISÃO TRASEIRA;ONIBUS MOBIBRASIL X HB 20;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;07/04/2019;19:21:00;SAN MARTIN;AV GENERAL SAN MARTIN;;SEMÁFORO 326;ABALROAMENTO LONGITUDINAL;ECOSPORT X FOX OBS:: SUSPEITA DE EMBRIAGUEZ;2;;;;;;;;;0;
COLISÃO;FINALIZADA;07/04/2019;19:40:00;GRAÇAS;RUA DO FUTURO;123;EM FRENTE AO EDIFICIO MIKONOS;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;07/04/2019;21:06:00;CASA FORTE;EST DO ENCANAMENTO;;;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS C/V;2;;;;;;;;;2;
CHOQUE VEÍCULO PARADO;FINALIZADA;07/04/2019;21:33:00;IPSEP;RUA MARCELO GAMA;212;EM FRENTE AO IMÓVEL Nº 212;CHOQUE VEÍCULO PARADO;SIENA TAXI X CAMINHAO DA COMPESA;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;07/04/2019;21:56:00;CORDEIRO;AV CAXANGA;1179;CENTRO AUTOMOTIVO MULTIMARCAS;ABALROAMENTO LONGITUDINAL;ONIBUS MOBIBRASIL X FIAT UNO;1;;;;;1;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;08/04/2019;01:08:00;ESPINHEIRO;RUA MARQUES DO PARANA;;PROX DA PRAÇA CASTRO ALVES, PROX DO RESTAURANTE PRAÇA DA PICANHA;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS C/V;2;;;;;;;;;1;
